timestamp,source_ip,dest_ip,protocol,source_port,dest_port,bytes,packets,duration
2025-02-15 21:14:14.885733,192.168.1.101,external2.com,UDP,5458,22,26605,86,0.6971717501905346
2025-02-15 21:14:15.885733,192.168.1.40,external2.com,TCP,53,80,80910,63,1.144808837747202
2025-02-15 21:14:16.885733,192.168.1.46,external2.com,TCP,29044,80,30655,94,0.5613762061649924
2025-02-15 21:14:17.885733,192.168.1.124,external2.com,TCP,4413,5458,82570,79,0.6512222782986474
2025-02-15 21:14:18.885733,192.168.1.82,external2.com,UDP,43662,22,93595,43,1.4538070963030667
2025-02-15 21:14:19.885733,192.168.1.2,external2.com,ICMP,4434,26913,8485,8,1.754401037231357
2025-02-15 21:14:20.885733,192.168.1.84,external2.com,ICMP,51020,26913,23050,77,1.514642036698933
2025-02-15 21:14:21.885733,192.168.1.33,external2.com,ICMP,4434,443,5430,69,0.2677739093271583
2025-02-15 21:14:22.885733,192.168.1.57,external2.com,TCP,26913,33348,33910,15,0.39844251518996754
2025-02-15 21:14:23.885733,192.168.1.134,external2.com,UDP,53,29044,70485,83,0.608824961681839
2025-02-15 21:14:24.885733,192.168.1.218,external2.com,UDP,80,3389,140845,38,0.9898227902770291
2025-02-15 21:14:25.885733,192.168.1.42,external2.com,ICMP,80,53,60155,23,0.38987138112559705
2025-02-15 21:14:26.885733,192.168.1.72,external2.com,UDP,29044,3389,22585,80,0.727916713272698
2025-02-15 21:14:27.885733,192.168.1.140,external2.com,UDP,22,80,14670,68,0.10463753080943006
2025-02-15 21:14:28.885733,192.168.1.216,external2.com,UDP,4434,33348,72955,46,1.0120814845299086
2025-02-15 21:14:29.885733,192.168.1.136,external2.com,UDP,3389,33348,78700,18,1.1434500524538567
2025-02-15 21:14:30.885733,192.168.1.101,external2.com,TCP,80,26913,44990,81,0.7820435561312836
2025-02-15 21:14:31.885733,192.168.1.158,external2.com,ICMP,53,33348,88850,68,1.3719687879884246
2025-02-15 21:14:32.885733,192.168.1.41,external2.com,UDP,33348,33348,29820,14,0.46943313664030994
2025-02-15 21:14:33.885733,192.168.1.45,external2.com,UDP,33348,4413,3040,98,1.5339338558105007
2025-02-15 21:14:34.885733,192.168.1.79,external2.com,ICMP,26913,4413,22770,90,1.344897956331693
2025-02-15 21:14:35.885733,192.168.1.243,external2.com,TCP,53,33348,64530,75,1.2777579315621166
2025-02-15 21:14:36.885733,192.168.1.227,external2.com,ICMP,35059,43662,19685,16,1.1092217436580136
2025-02-15 21:14:37.885733,192.168.1.206,external2.com,UDP,3389,53,127015,39,0.25103396410760703
2025-02-15 21:14:38.885733,192.168.1.130,external2.com,UDP,80,3389,10515,90,1.331318005493256
2025-02-15 21:14:39.885733,192.168.1.145,external2.com,UDP,443,22,1330060,95,1.441181291237137
2025-02-15 21:14:40.885733,192.168.1.54,external2.com,TCP,33348,53,47125,92,1.6527483618306786
2025-02-15 21:14:41.885733,192.168.1.10,external2.com,ICMP,29044,22,126215,70,0.605594396606365
2025-02-15 21:14:42.885733,192.168.1.135,external2.com,ICMP,80,43657,75660,5,1.9709546789872676
2025-02-15 21:14:43.885733,192.168.1.83,external2.com,UDP,53,43662,12605,22,1.277612389388281
2025-02-15 21:14:44.885733,192.168.1.15,external2.com,TCP,53,5458,209585,99,1.6466329605944445
2025-02-15 21:14:45.885733,192.168.1.36,external2.com,ICMP,5458,80,6315,50,0.6694867740663976
2025-02-15 21:14:46.885733,192.168.1.37,external2.com,UDP,3389,22,162445,87,1.5179599590088473
2025-02-15 21:14:47.885733,192.168.1.92,external2.com,ICMP,5458,43662,91655,87,1.6149459965965292
2025-02-15 21:14:48.885733,192.168.1.226,external2.com,ICMP,43657,22,46055,42,1.8293769480804298
2025-02-15 21:14:49.885733,192.168.1.96,external2.com,ICMP,3389,43657,141855,32,1.7957080463921111
2025-02-15 21:14:50.885733,192.168.1.236,external2.com,UDP,29044,4434,103375,44,0.30260662727888704
2025-02-15 21:14:51.885733,192.168.1.20,external2.com,UDP,80,43662,128280,86,1.9028572109177762
2025-02-15 21:14:52.885733,192.168.1.209,external2.com,UDP,443,51020,4355,100,1.281965139637083
2025-02-15 21:14:53.885733,192.168.1.172,external2.com,ICMP,43657,26913,9690,78,0.37562522807124243
2025-02-15 21:14:54.885733,192.168.1.106,external2.com,ICMP,3389,443,21960,12,0.21385138608793713
2025-02-15 21:14:55.885733,192.168.1.248,external2.com,TCP,29044,26913,86350,24,0.9370485325015561
2025-02-15 21:14:56.885733,192.168.1.74,external2.com,TCP,53,80,22895,50,1.4049052560216744
2025-02-15 21:14:57.885733,192.168.1.253,external2.com,TCP,3389,443,48585,3,1.9542406355521726
2025-02-15 21:14:58.885733,192.168.1.236,external2.com,ICMP,80,22,11740,78,0.5380541899235485
2025-02-15 21:14:59.885733,192.168.1.92,external2.com,UDP,35059,33348,4600,50,0.4533491133457125
2025-02-15 21:15:00.885733,192.168.1.12,external2.com,TCP,43662,33348,8150,60,0.466474087855803
2025-02-15 21:15:01.885733,192.168.1.76,external2.com,UDP,443,4434,14815,46,1.7170883153709622
2025-02-15 21:15:02.885733,192.168.1.123,external2.com,UDP,43662,4413,25470,75,1.234704758540015
2025-02-15 21:15:03.885733,192.168.1.221,external2.com,ICMP,35059,80,16040,62,0.3786385424313472
2025-02-15 21:15:04.885733,192.168.1.56,external2.com,ICMP,4413,43662,106725,94,1.124521744275642
2025-02-15 21:15:05.885733,192.168.1.137,external2.com,TCP,51020,35059,47830,19,1.8336424395699031
2025-02-15 21:15:06.885733,192.168.1.119,external2.com,TCP,4413,4434,5205,69,1.8565977335863575
2025-02-15 21:15:07.885733,192.168.1.60,external2.com,TCP,35059,35059,66150,49,1.7942861455752885
2025-02-15 21:15:08.885733,192.168.1.171,external2.com,UDP,4413,22,30960,63,0.5052304635622815
2025-02-15 21:15:09.885733,192.168.1.7,external2.com,UDP,35059,33348,32290,22,0.42414940704820736
2025-02-15 21:15:10.885733,192.168.1.64,external2.com,TCP,22,3389,133770,52,0.42958248226421225
2025-02-15 21:15:11.885733,192.168.1.224,external2.com,UDP,3389,22,9810,97,1.027461474198053
2025-02-15 21:15:12.885733,192.168.1.163,external2.com,ICMP,443,29044,58655,56,1.942303337984753
