timestamp,level,component,message,source_ip
2025-02-15 20:46:53.939781,INFO,database,Sample log message for INFO,192.168.1.29
2025-02-15 20:26:53.939781,INFO,database,Sample log message for INFO,
2025-02-15 20:35:53.939781,WARNING,firewall,Sample log message for WARNING,192.168.1.151
2025-02-15 21:00:53.939781,ERROR,ids,Sample log message for ERROR,192.168.1.232
2025-02-15 20:12:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,192.168.1.206
2025-02-15 20:35:53.939781,ERROR,firewall,Sample log message for ERROR,192.168.1.56
2025-02-15 20:47:53.939781,CRITICAL,ids,Sample log message for CRITICAL,192.168.1.184
2025-02-15 21:02:53.939781,ERROR,authentication,Sample log message for ERROR,192.168.1.80
2025-02-15 20:24:53.939781,CRITICAL,ids,Sample log message for CRITICAL,
2025-02-15 21:03:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,
2025-02-15 20:48:53.939781,WARNING,ids,Sample log message for WARNING,
2025-02-15 21:10:53.939781,INFO,ids,Sample log message for INFO,192.168.1.53
2025-02-15 20:45:53.939781,INFO,firewall,Sample log message for INFO,192.168.1.149
2025-02-15 20:14:53.939781,CRITICAL,firewall,Sample log message for CRITICAL,
2025-02-15 20:27:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 20:46:53.939781,ERROR,web_server,Sample log message for ERROR,
2025-02-15 21:00:53.939781,INFO,database,Sample log message for INFO,
2025-02-15 20:35:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 20:51:53.939781,ERROR,ids,Sample log message for ERROR,192.168.1.57
2025-02-15 20:39:53.939781,INFO,ids,Sample log message for INFO,
2025-02-15 20:21:53.939781,CRITICAL,database,Sample log message for CRITICAL,192.168.1.198
2025-02-15 20:27:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,
2025-02-15 21:10:53.939781,INFO,ids,Sample log message for INFO,
2025-02-15 20:25:53.939781,INFO,database,Sample log message for INFO,192.168.1.78
2025-02-15 20:50:53.939781,INFO,web_server,Sample log message for INFO,192.168.1.229
2025-02-15 21:06:53.939781,WARNING,ids,Sample log message for WARNING,192.168.1.14
2025-02-15 20:32:53.939781,ERROR,authentication,Sample log message for ERROR,
2025-02-15 20:20:53.939781,CRITICAL,ids,Sample log message for CRITICAL,192.168.1.63
2025-02-15 20:20:53.939781,WARNING,web_server,Sample log message for WARNING,192.168.1.64
2025-02-15 20:19:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,
2025-02-15 20:31:53.939781,ERROR,authentication,Sample log message for ERROR,
2025-02-15 21:02:53.939781,CRITICAL,firewall,Sample log message for CRITICAL,192.168.1.79
2025-02-15 20:29:53.939781,ERROR,ids,Sample log message for ERROR,192.168.1.110
2025-02-15 21:00:53.939781,INFO,firewall,Sample log message for INFO,
2025-02-15 20:18:53.939781,WARNING,database,Sample log message for WARNING,192.168.1.89
2025-02-15 20:17:53.939781,ERROR,ids,Sample log message for ERROR,
2025-02-15 20:39:53.939781,ERROR,authentication,Sample log message for ERROR,192.168.1.30
2025-02-15 20:31:53.939781,INFO,web_server,Sample log message for INFO,
2025-02-15 20:45:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,
2025-02-15 20:53:53.939781,WARNING,web_server,Sample log message for WARNING,192.168.1.42
2025-02-15 20:21:53.939781,ERROR,web_server,Sample log message for ERROR,192.168.1.154
2025-02-15 20:53:53.939781,CRITICAL,database,Sample log message for CRITICAL,192.168.1.181
2025-02-15 20:48:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,
2025-02-15 20:40:53.939781,ERROR,authentication,Sample log message for ERROR,
2025-02-15 20:33:53.939781,CRITICAL,firewall,Sample log message for CRITICAL,
2025-02-15 20:35:53.939781,ERROR,ids,Sample log message for ERROR,
2025-02-15 21:04:53.939781,WARNING,authentication,Sample log message for WARNING,
2025-02-15 20:28:53.939781,WARNING,ids,Sample log message for WARNING,192.168.1.240
2025-02-15 20:27:53.939781,INFO,ids,Sample log message for INFO,192.168.1.140
2025-02-15 20:20:53.939781,WARNING,ids,Sample log message for WARNING,
2025-02-15 20:49:53.939781,WARNING,ids,Sample log message for WARNING,
2025-02-15 21:00:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.112
2025-02-15 20:45:53.939781,WARNING,authentication,Sample log message for WARNING,
2025-02-15 21:05:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.76
2025-02-15 20:17:53.939781,WARNING,firewall,Sample log message for WARNING,192.168.1.18
2025-02-15 20:15:53.939781,ERROR,firewall,Sample log message for ERROR,192.168.1.188
2025-02-15 20:55:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.16
2025-02-15 20:35:53.939781,INFO,firewall,Sample log message for INFO,
2025-02-15 20:18:53.939781,WARNING,authentication,Sample log message for WARNING,
2025-02-15 20:48:53.939781,WARNING,web_server,Sample log message for WARNING,
2025-02-15 20:23:53.939781,ERROR,database,Sample log message for ERROR,
2025-02-15 20:14:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,
2025-02-15 20:18:53.939781,ERROR,web_server,Sample log message for ERROR,192.168.1.34
2025-02-15 20:12:53.939781,WARNING,ids,Sample log message for WARNING,
2025-02-15 20:24:53.939781,ERROR,database,Sample log message for ERROR,192.168.1.197
2025-02-15 20:38:53.939781,ERROR,authentication,Sample log message for ERROR,192.168.1.212
2025-02-15 20:47:53.939781,ERROR,database,Sample log message for ERROR,192.168.1.145
2025-02-15 20:30:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.5
2025-02-15 20:27:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.215
2025-02-15 20:23:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,
2025-02-15 20:54:53.939781,ERROR,database,Sample log message for ERROR,192.168.1.29
2025-02-15 20:14:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 20:36:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 20:17:53.939781,CRITICAL,database,Sample log message for CRITICAL,192.168.1.240
2025-02-15 20:45:53.939781,ERROR,firewall,Sample log message for ERROR,
2025-02-15 20:21:53.939781,WARNING,database,Sample log message for WARNING,
2025-02-15 20:18:53.939781,WARNING,database,Sample log message for WARNING,
2025-02-15 20:14:53.939781,ERROR,database,Sample log message for ERROR,192.168.1.202
2025-02-15 20:54:53.939781,ERROR,ids,Sample log message for ERROR,
2025-02-15 20:57:53.939781,CRITICAL,database,Sample log message for CRITICAL,192.168.1.131
2025-02-15 20:44:53.939781,WARNING,web_server,Sample log message for WARNING,192.168.1.133
2025-02-15 20:25:53.939781,INFO,firewall,Sample log message for INFO,192.168.1.176
2025-02-15 20:56:53.939781,ERROR,ids,Sample log message for ERROR,
2025-02-15 21:11:53.939781,INFO,authentication,Sample log message for INFO,
2025-02-15 21:06:53.939781,CRITICAL,ids,Sample log message for CRITICAL,
2025-02-15 20:16:53.939781,INFO,database,Sample log message for INFO,192.168.1.5
2025-02-15 21:06:53.939781,INFO,firewall,Sample log message for INFO,
2025-02-15 21:03:53.939781,ERROR,ids,Sample log message for ERROR,
2025-02-15 20:29:53.939781,WARNING,authentication,Sample log message for WARNING,192.168.1.82
2025-02-15 20:47:53.939781,ERROR,web_server,Sample log message for ERROR,192.168.1.107
2025-02-15 20:26:53.939781,WARNING,ids,Sample log message for WARNING,192.168.1.91
2025-02-15 21:10:53.939781,WARNING,authentication,Sample log message for WARNING,192.168.1.119
2025-02-15 20:34:53.939781,ERROR,firewall,Sample log message for ERROR,192.168.1.39
2025-02-15 20:39:53.939781,INFO,ids,Sample log message for INFO,
2025-02-15 20:23:53.939781,ERROR,ids,Sample log message for ERROR,192.168.1.186
2025-02-15 21:04:53.939781,WARNING,database,Sample log message for WARNING,
2025-02-15 20:32:53.939781,WARNING,ids,Sample log message for WARNING,
2025-02-15 20:23:53.939781,WARNING,ids,Sample log message for WARNING,
2025-02-15 20:50:53.939781,ERROR,database,Sample log message for ERROR,192.168.1.21
2025-02-15 20:30:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 20:48:53.939781,INFO,ids,Sample log message for INFO,192.168.1.78
2025-02-15 20:46:53.939781,ERROR,firewall,Sample log message for ERROR,192.168.1.29
2025-02-15 20:29:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,
2025-02-15 20:24:53.939781,CRITICAL,ids,Sample log message for CRITICAL,
2025-02-15 20:30:53.939781,ERROR,database,Sample log message for ERROR,
2025-02-15 20:54:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,192.168.1.215
2025-02-15 20:30:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,192.168.1.134
2025-02-15 20:26:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.94
2025-02-15 20:46:53.939781,INFO,firewall,Sample log message for INFO,192.168.1.41
2025-02-15 20:11:53.939781,WARNING,authentication,Sample log message for WARNING,192.168.1.80
2025-02-15 20:52:53.939781,ERROR,firewall,Sample log message for ERROR,192.168.1.59
2025-02-15 20:11:53.939781,ERROR,database,Sample log message for ERROR,
2025-02-15 20:44:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,
2025-02-15 20:44:53.939781,WARNING,database,Sample log message for WARNING,
2025-02-15 20:27:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,192.168.1.36
2025-02-15 20:16:53.939781,WARNING,authentication,Sample log message for WARNING,192.168.1.194
2025-02-15 21:02:53.939781,WARNING,authentication,Sample log message for WARNING,
2025-02-15 20:19:53.939781,ERROR,ids,Sample log message for ERROR,
2025-02-15 20:27:53.939781,WARNING,ids,Sample log message for WARNING,
2025-02-15 20:46:53.939781,CRITICAL,ids,Sample log message for CRITICAL,192.168.1.56
2025-02-15 20:20:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,192.168.1.231
2025-02-15 21:07:53.939781,ERROR,database,Sample log message for ERROR,
2025-02-15 21:01:53.939781,ERROR,authentication,Sample log message for ERROR,
2025-02-15 20:24:53.939781,CRITICAL,firewall,Sample log message for CRITICAL,192.168.1.36
2025-02-15 20:52:53.939781,INFO,web_server,Sample log message for INFO,192.168.1.194
2025-02-15 20:39:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,
2025-02-15 20:39:53.939781,ERROR,database,Sample log message for ERROR,192.168.1.161
2025-02-15 20:43:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 20:55:53.939781,WARNING,firewall,Sample log message for WARNING,
2025-02-15 20:50:53.939781,WARNING,firewall,Sample log message for WARNING,
2025-02-15 20:56:53.939781,ERROR,web_server,Sample log message for ERROR,192.168.1.18
2025-02-15 20:18:53.939781,INFO,database,Sample log message for INFO,192.168.1.49
2025-02-15 20:30:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.174
2025-02-15 20:19:53.939781,INFO,authentication,Sample log message for INFO,
2025-02-15 20:11:53.939781,INFO,web_server,Sample log message for INFO,192.168.1.32
2025-02-15 20:27:53.939781,ERROR,ids,Sample log message for ERROR,
2025-02-15 20:28:53.939781,INFO,authentication,Sample log message for INFO,
2025-02-15 20:30:53.939781,INFO,firewall,Sample log message for INFO,192.168.1.89
2025-02-15 20:49:53.939781,INFO,web_server,Sample log message for INFO,192.168.1.125
2025-02-15 20:49:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 20:21:53.939781,INFO,web_server,Sample log message for INFO,192.168.1.144
2025-02-15 20:56:53.939781,INFO,database,Sample log message for INFO,192.168.1.167
2025-02-15 20:45:53.939781,ERROR,ids,Sample log message for ERROR,
2025-02-15 20:47:53.939781,ERROR,web_server,Sample log message for ERROR,192.168.1.86
2025-02-15 20:34:53.939781,CRITICAL,ids,Sample log message for CRITICAL,192.168.1.233
2025-02-15 20:25:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,
2025-02-15 20:38:53.939781,INFO,ids,Sample log message for INFO,192.168.1.141
2025-02-15 20:40:53.939781,ERROR,database,Sample log message for ERROR,192.168.1.247
2025-02-15 20:56:53.939781,INFO,authentication,Sample log message for INFO,
2025-02-15 20:53:53.939781,WARNING,web_server,Sample log message for WARNING,
2025-02-15 20:55:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.167
2025-02-15 20:49:53.939781,CRITICAL,database,Sample log message for CRITICAL,192.168.1.190
2025-02-15 20:47:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 20:14:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,192.168.1.156
2025-02-15 20:40:53.939781,CRITICAL,firewall,Sample log message for CRITICAL,
2025-02-15 20:30:53.939781,WARNING,authentication,Sample log message for WARNING,192.168.1.21
2025-02-15 20:59:53.939781,CRITICAL,database,Sample log message for CRITICAL,192.168.1.36
2025-02-15 21:06:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,
2025-02-15 21:10:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,192.168.1.103
2025-02-15 20:44:53.939781,INFO,database,Sample log message for INFO,
2025-02-15 20:29:53.939781,WARNING,firewall,Sample log message for WARNING,192.168.1.20
2025-02-15 20:47:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 20:16:53.939781,INFO,authentication,Sample log message for INFO,
2025-02-15 20:37:53.939781,WARNING,firewall,Sample log message for WARNING,
2025-02-15 20:20:53.939781,ERROR,database,Sample log message for ERROR,
2025-02-15 20:56:53.939781,WARNING,authentication,Sample log message for WARNING,192.168.1.100
2025-02-15 21:00:53.939781,WARNING,ids,Sample log message for WARNING,192.168.1.60
2025-02-15 20:54:53.939781,INFO,firewall,Sample log message for INFO,
2025-02-15 20:50:53.939781,WARNING,ids,Sample log message for WARNING,192.168.1.47
2025-02-15 20:52:53.939781,CRITICAL,database,Sample log message for CRITICAL,192.168.1.3
2025-02-15 20:32:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,192.168.1.88
2025-02-15 20:50:53.939781,ERROR,firewall,Sample log message for ERROR,
2025-02-15 20:30:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,192.168.1.67
2025-02-15 20:12:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,
2025-02-15 20:30:53.939781,WARNING,firewall,Sample log message for WARNING,
2025-02-15 20:14:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,
2025-02-15 20:15:53.939781,INFO,web_server,Sample log message for INFO,
2025-02-15 20:11:53.939781,INFO,ids,Sample log message for INFO,
2025-02-15 20:39:53.939781,ERROR,web_server,Sample log message for ERROR,192.168.1.197
2025-02-15 21:02:53.939781,ERROR,firewall,Sample log message for ERROR,
2025-02-15 21:04:53.939781,WARNING,firewall,Sample log message for WARNING,
2025-02-15 20:15:53.939781,CRITICAL,database,Sample log message for CRITICAL,192.168.1.58
2025-02-15 21:10:53.939781,ERROR,ids,Sample log message for ERROR,192.168.1.94
2025-02-15 21:02:53.939781,ERROR,firewall,Sample log message for ERROR,
2025-02-15 20:35:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,192.168.1.171
2025-02-15 21:06:53.939781,WARNING,firewall,Sample log message for WARNING,192.168.1.138
2025-02-15 20:44:53.939781,ERROR,web_server,Sample log message for ERROR,192.168.1.130
2025-02-15 20:19:53.939781,WARNING,authentication,Sample log message for WARNING,
2025-02-15 20:24:53.939781,INFO,database,Sample log message for INFO,
2025-02-15 20:22:53.939781,CRITICAL,firewall,Sample log message for CRITICAL,
2025-02-15 20:52:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 20:33:53.939781,WARNING,authentication,Sample log message for WARNING,192.168.1.37
2025-02-15 20:38:53.939781,ERROR,ids,Sample log message for ERROR,
2025-02-15 20:12:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,192.168.1.246
2025-02-15 20:11:53.939781,CRITICAL,firewall,Sample log message for CRITICAL,192.168.1.54
2025-02-15 20:40:53.939781,ERROR,authentication,Sample log message for ERROR,
2025-02-15 20:25:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,
2025-02-15 20:14:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 21:03:53.939781,CRITICAL,firewall,Sample log message for CRITICAL,192.168.1.197
2025-02-15 20:12:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 20:51:53.939781,WARNING,web_server,Sample log message for WARNING,192.168.1.150
2025-02-15 20:12:53.939781,WARNING,web_server,Sample log message for WARNING,192.168.1.247
2025-02-15 20:12:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.204
2025-02-15 20:57:53.939781,ERROR,authentication,Sample log message for ERROR,192.168.1.146
2025-02-15 20:52:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 20:50:53.939781,ERROR,ids,Sample log message for ERROR,
2025-02-15 20:50:53.939781,WARNING,authentication,Sample log message for WARNING,
2025-02-15 20:40:53.939781,WARNING,database,Sample log message for WARNING,192.168.1.110
2025-02-15 20:22:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.165
2025-02-15 20:44:53.939781,ERROR,firewall,Sample log message for ERROR,192.168.1.141
2025-02-15 21:05:53.939781,ERROR,ids,Sample log message for ERROR,192.168.1.164
2025-02-15 20:57:53.939781,WARNING,ids,Sample log message for WARNING,192.168.1.97
2025-02-15 20:22:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,
2025-02-15 20:50:53.939781,WARNING,ids,Sample log message for WARNING,
2025-02-15 21:03:53.939781,CRITICAL,firewall,Sample log message for CRITICAL,192.168.1.76
2025-02-15 20:13:53.939781,ERROR,database,Sample log message for ERROR,
2025-02-15 20:21:53.939781,INFO,web_server,Sample log message for INFO,
2025-02-15 20:42:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,192.168.1.40
2025-02-15 20:23:53.939781,CRITICAL,ids,Sample log message for CRITICAL,
2025-02-15 20:49:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,192.168.1.51
2025-02-15 21:01:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,192.168.1.193
2025-02-15 20:15:53.939781,ERROR,firewall,Sample log message for ERROR,
2025-02-15 21:10:53.939781,CRITICAL,ids,Sample log message for CRITICAL,
2025-02-15 21:08:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,192.168.1.141
2025-02-15 20:43:53.939781,WARNING,ids,Sample log message for WARNING,192.168.1.216
2025-02-15 20:42:53.939781,INFO,ids,Sample log message for INFO,
2025-02-15 20:24:53.939781,ERROR,firewall,Sample log message for ERROR,192.168.1.204
2025-02-15 20:23:53.939781,INFO,web_server,Sample log message for INFO,
2025-02-15 20:43:53.939781,WARNING,database,Sample log message for WARNING,192.168.1.92
2025-02-15 20:25:53.939781,CRITICAL,ids,Sample log message for CRITICAL,
2025-02-15 20:23:53.939781,CRITICAL,ids,Sample log message for CRITICAL,192.168.1.37
2025-02-15 20:52:53.939781,WARNING,ids,Sample log message for WARNING,
2025-02-15 20:58:53.939781,ERROR,ids,Sample log message for ERROR,192.168.1.244
2025-02-15 20:55:53.939781,INFO,firewall,Sample log message for INFO,
2025-02-15 20:16:53.939781,WARNING,authentication,Sample log message for WARNING,
2025-02-15 20:37:53.939781,ERROR,ids,Sample log message for ERROR,192.168.1.11
2025-02-15 20:50:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 20:53:53.939781,INFO,web_server,Sample log message for INFO,
2025-02-15 21:10:53.939781,WARNING,database,Sample log message for WARNING,
2025-02-15 20:35:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.84
2025-02-15 20:18:53.939781,ERROR,authentication,Sample log message for ERROR,192.168.1.186
2025-02-15 21:11:53.939781,CRITICAL,ids,Sample log message for CRITICAL,192.168.1.67
2025-02-15 20:13:53.939781,WARNING,ids,Sample log message for WARNING,
2025-02-15 20:41:53.939781,CRITICAL,firewall,Sample log message for CRITICAL,192.168.1.121
2025-02-15 20:37:53.939781,WARNING,web_server,Sample log message for WARNING,
2025-02-15 20:12:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,
2025-02-15 20:43:53.939781,WARNING,ids,Sample log message for WARNING,
2025-02-15 20:39:53.939781,INFO,web_server,Sample log message for INFO,
2025-02-15 21:06:53.939781,ERROR,authentication,Sample log message for ERROR,
2025-02-15 21:02:53.939781,INFO,database,Sample log message for INFO,
2025-02-15 20:31:53.939781,CRITICAL,database,Sample log message for CRITICAL,192.168.1.229
2025-02-15 20:21:53.939781,ERROR,authentication,Sample log message for ERROR,192.168.1.94
2025-02-15 21:11:53.939781,WARNING,web_server,Sample log message for WARNING,
2025-02-15 20:36:53.939781,INFO,firewall,Sample log message for INFO,
2025-02-15 20:48:53.939781,INFO,firewall,Sample log message for INFO,
2025-02-15 21:09:53.939781,WARNING,web_server,Sample log message for WARNING,
2025-02-15 20:53:53.939781,ERROR,authentication,Sample log message for ERROR,192.168.1.214
2025-02-15 20:12:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.25
2025-02-15 20:59:53.939781,CRITICAL,ids,Sample log message for CRITICAL,
2025-02-15 20:55:53.939781,WARNING,database,Sample log message for WARNING,
2025-02-15 21:02:53.939781,CRITICAL,ids,Sample log message for CRITICAL,
2025-02-15 20:38:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.45
2025-02-15 20:49:53.939781,ERROR,web_server,Sample log message for ERROR,192.168.1.253
2025-02-15 20:32:53.939781,WARNING,firewall,Sample log message for WARNING,192.168.1.46
2025-02-15 20:47:53.939781,INFO,ids,Sample log message for INFO,
2025-02-15 20:58:53.939781,CRITICAL,firewall,Sample log message for CRITICAL,192.168.1.39
2025-02-15 20:48:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 21:02:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 20:39:53.939781,ERROR,firewall,Sample log message for ERROR,
2025-02-15 20:59:53.939781,CRITICAL,ids,Sample log message for CRITICAL,
2025-02-15 20:15:53.939781,INFO,web_server,Sample log message for INFO,
2025-02-15 20:44:53.939781,WARNING,firewall,Sample log message for WARNING,
2025-02-15 21:04:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,192.168.1.161
2025-02-15 20:23:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,
2025-02-15 20:57:53.939781,ERROR,web_server,Sample log message for ERROR,
2025-02-15 20:12:53.939781,ERROR,database,Sample log message for ERROR,
2025-02-15 20:54:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,
2025-02-15 20:25:53.939781,INFO,authentication,Sample log message for INFO,
2025-02-15 20:14:53.939781,CRITICAL,database,Sample log message for CRITICAL,192.168.1.62
2025-02-15 21:04:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,192.168.1.133
2025-02-15 20:19:53.939781,ERROR,database,Sample log message for ERROR,192.168.1.94
2025-02-15 20:30:53.939781,CRITICAL,firewall,Sample log message for CRITICAL,192.168.1.35
2025-02-15 21:09:53.939781,INFO,database,Sample log message for INFO,192.168.1.92
2025-02-15 21:02:53.939781,INFO,web_server,Sample log message for INFO,192.168.1.120
2025-02-15 20:27:53.939781,WARNING,authentication,Sample log message for WARNING,
2025-02-15 21:09:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.107
2025-02-15 20:27:53.939781,ERROR,ids,Sample log message for ERROR,
2025-02-15 20:24:53.939781,ERROR,web_server,Sample log message for ERROR,
2025-02-15 20:37:53.939781,INFO,database,Sample log message for INFO,192.168.1.49
2025-02-15 21:03:53.939781,ERROR,database,Sample log message for ERROR,
2025-02-15 20:47:53.939781,WARNING,firewall,Sample log message for WARNING,192.168.1.193
2025-02-15 20:19:53.939781,ERROR,database,Sample log message for ERROR,192.168.1.143
2025-02-15 20:56:53.939781,WARNING,web_server,Sample log message for WARNING,
2025-02-15 20:19:53.939781,ERROR,ids,Sample log message for ERROR,
2025-02-15 20:46:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.2
2025-02-15 20:12:53.939781,ERROR,database,Sample log message for ERROR,
2025-02-15 20:28:53.939781,WARNING,firewall,Sample log message for WARNING,192.168.1.5
2025-02-15 20:19:53.939781,INFO,ids,Sample log message for INFO,192.168.1.253
2025-02-15 20:50:53.939781,ERROR,ids,Sample log message for ERROR,
2025-02-15 20:40:53.939781,INFO,ids,Sample log message for INFO,
2025-02-15 21:10:53.939781,ERROR,authentication,Sample log message for ERROR,192.168.1.162
2025-02-15 20:40:53.939781,ERROR,authentication,Sample log message for ERROR,192.168.1.147
2025-02-15 20:54:53.939781,INFO,firewall,Sample log message for INFO,192.168.1.19
2025-02-15 20:21:53.939781,INFO,database,Sample log message for INFO,192.168.1.192
