timestamp,source_ip,dest_ip,protocol,source_port,dest_port,bytes,packets,duration
2025-02-15 21:14:00.805242,192.168.1.17,10.0.0.6,ICMP,3389,31524,140940,150,1.0175683166277532
2025-02-15 21:14:01.805242,192.168.1.197,10.0.0.6,TCP,3389,32290,23530,125,0.9033621601502853
2025-02-15 21:14:02.805242,192.168.1.173,10.0.0.6,UDP,59085,22,127950,55,0.957181455566757
2025-02-15 21:14:03.805242,192.168.1.166,10.0.0.6,UDP,443,53,49090,305,1.23068057491096
2025-02-15 21:14:04.805242,192.168.1.228,10.0.0.6,TCP,48043,44418,45270,260,0.49645879126013925
2025-02-15 21:14:05.805242,192.168.1.66,10.0.0.6,UDP,31363,80,30520,215,0.28049651347353166
2025-02-15 21:14:06.805242,192.168.1.7,10.0.0.6,TCP,22,6528,53460,125,0.11227651729183757
2025-02-15 21:14:07.805242,192.168.1.113,10.0.0.6,UDP,32290,443,36900,270,1.828215627801833
2025-02-15 21:14:08.805242,192.168.1.147,10.0.0.6,ICMP,7626,44418,74910,210,0.4348337293527259
2025-02-15 21:14:09.805242,192.168.1.68,10.0.0.6,UDP,7626,59085,67510,465,1.6841092100437254
2025-02-15 21:14:10.805242,192.168.1.26,10.0.0.6,UDP,44418,7626,83040,105,0.48196431600795875
2025-02-15 21:14:11.805242,192.168.1.137,10.0.0.6,TCP,53,6528,24850,40,0.4650227339094555
2025-02-15 21:14:12.805242,192.168.1.184,10.0.0.6,UDP,47503,3389,24570,135,0.9422150327404328
2025-02-15 21:14:13.805242,192.168.1.225,10.0.0.6,TCP,22,443,79790,40,0.6442541285922837
2025-02-15 21:14:14.805242,192.168.1.78,10.0.0.6,ICMP,6528,54757,7100,420,1.4056411395717465
2025-02-15 21:14:15.805242,192.168.1.90,10.0.0.6,TCP,31524,48043,123220,475,0.2804058490047018
2025-02-15 21:14:16.805242,192.168.1.50,10.0.0.6,TCP,54757,443,8610,315,0.3572632731063381
2025-02-15 21:14:17.805242,192.168.1.80,10.0.0.6,ICMP,7626,59085,18840,190,0.43760021972272256
2025-02-15 21:14:18.805242,192.168.1.39,10.0.0.6,TCP,53,44418,268080,120,1.287283209600109
2025-02-15 21:14:19.805242,192.168.1.234,10.0.0.6,TCP,6528,31363,19270,255,1.856345345333103
2025-02-15 21:14:20.805242,192.168.1.208,10.0.0.6,ICMP,48043,7626,257390,280,1.9212245150512566
2025-02-15 21:14:21.805242,192.168.1.163,10.0.0.6,UDP,54757,7626,194330,385,1.5141758251608317
2025-02-15 21:14:22.805242,192.168.1.171,10.0.0.6,UDP,22,22,31800,250,1.6877221622029128
2025-02-15 21:14:23.805242,192.168.1.20,10.0.0.6,ICMP,7626,7626,117070,205,1.342076070515278
2025-02-15 21:14:24.805242,192.168.1.126,10.0.0.6,UDP,31363,31363,36650,15,1.4219545874007757
2025-02-15 21:14:25.805242,192.168.1.36,10.0.0.6,ICMP,53,54757,185580,475,1.7510460136541308
2025-02-15 21:14:26.805242,192.168.1.91,10.0.0.6,ICMP,6528,48043,10870,100,0.7872775495691394
2025-02-15 21:14:27.805242,192.168.1.141,10.0.0.6,ICMP,7626,48043,290980,485,0.5095657760074884
2025-02-15 21:14:28.805242,192.168.1.44,10.0.0.6,TCP,44418,443,43660,355,1.5291120931664226
2025-02-15 21:14:29.805242,192.168.1.235,10.0.0.6,TCP,53,47503,24560,150,1.8162791531450075
2025-02-15 21:14:30.805242,192.168.1.209,10.0.0.6,ICMP,7626,48043,79200,265,1.053737772180632
2025-02-15 21:14:31.805242,192.168.1.83,10.0.0.6,ICMP,47503,6528,67630,295,1.5138127870196187
2025-02-15 21:14:32.805242,192.168.1.12,10.0.0.6,TCP,6528,7626,81600,300,1.9719236364298736
2025-02-15 21:14:33.805242,192.168.1.108,10.0.0.6,UDP,53,22,138790,85,0.6278391994072547
2025-02-15 21:14:34.805242,192.168.1.120,10.0.0.6,TCP,6528,80,20920,30,1.8978941203164914
2025-02-15 21:14:35.805242,192.168.1.38,10.0.0.6,ICMP,47503,59085,351300,110,1.21228712644879
2025-02-15 21:14:36.805242,192.168.1.113,10.0.0.6,TCP,32290,80,144820,180,1.8546556295916254
2025-02-15 21:14:37.805242,192.168.1.195,10.0.0.6,UDP,59085,22,116730,230,1.5819619342334459
2025-02-15 21:14:38.805242,192.168.1.154,10.0.0.6,UDP,54757,53,194730,105,1.5447866466267115
2025-02-15 21:14:39.805242,192.168.1.94,10.0.0.6,UDP,47503,47503,122950,280,1.506479539521968
2025-02-15 21:14:40.805242,192.168.1.70,10.0.0.6,TCP,443,47503,42880,115,0.2999579168307557
2025-02-15 21:14:41.805242,192.168.1.196,10.0.0.6,UDP,31363,44418,68360,210,0.4417882571944036
2025-02-15 21:14:42.805242,192.168.1.142,10.0.0.6,UDP,7626,443,31660,70,0.5207725518564088
2025-02-15 21:14:43.805242,192.168.1.105,10.0.0.6,TCP,54757,443,119740,420,1.9510261854418793
2025-02-15 21:14:44.805242,192.168.1.223,10.0.0.6,UDP,59085,31363,79320,360,0.1630318015841391
2025-02-15 21:14:45.805242,192.168.1.74,10.0.0.6,ICMP,48043,7626,26820,380,1.8076086586228322
2025-02-15 21:14:46.805242,192.168.1.179,10.0.0.6,UDP,7626,3389,34590,150,1.1307266926432382
2025-02-15 21:14:47.805242,192.168.1.134,10.0.0.6,ICMP,80,47503,44280,275,1.4820682668919534
2025-02-15 21:14:48.805242,192.168.1.94,10.0.0.6,TCP,32290,22,238680,365,0.7967281252375494
2025-02-15 21:14:49.805242,192.168.1.237,10.0.0.6,ICMP,32290,80,15420,430,1.281763386456451
2025-02-15 21:14:50.805242,192.168.1.230,10.0.0.6,TCP,47503,53,201570,445,0.6410272865471699
2025-02-15 21:14:51.805242,192.168.1.76,10.0.0.6,ICMP,31524,48043,69630,250,0.4942644982748683
2025-02-15 21:14:52.805242,192.168.1.15,10.0.0.6,ICMP,32290,44418,70280,355,1.7524679429573218
2025-02-15 21:14:53.805242,192.168.1.54,10.0.0.6,ICMP,3389,3389,62820,90,1.790929002474003
2025-02-15 21:14:54.805242,192.168.1.201,10.0.0.6,TCP,31524,44418,68780,75,1.5982800828927846
2025-02-15 21:14:55.805242,192.168.1.13,10.0.0.6,ICMP,59085,59085,21170,280,0.9697294174825033
2025-02-15 21:14:56.805242,192.168.1.204,10.0.0.6,TCP,31363,80,39510,155,1.4079914749572897
2025-02-15 21:14:57.805242,192.168.1.124,10.0.0.6,TCP,7626,31363,162010,200,0.17598498822477285
2025-02-15 21:14:58.805242,192.168.1.177,10.0.0.6,UDP,59085,44418,42750,45,1.284436406527487
2025-02-15 21:14:59.805242,192.168.1.34,10.0.0.6,UDP,54757,31524,18110,30,1.8466728932807999
2025-02-15 21:15:00.805242,192.168.1.253,10.0.0.6,ICMP,54757,3389,902190,20,0.15371345506191458
2025-02-15 21:15:01.805242,192.168.1.137,10.0.0.6,ICMP,48043,54757,387860,440,0.6516553960585947
2025-02-15 21:15:02.805242,192.168.1.18,10.0.0.6,UDP,7626,59085,61470,35,1.576356681399143
2025-02-15 21:15:03.805242,192.168.1.90,10.0.0.6,ICMP,53,47503,171720,400,0.3754502244639888
2025-02-15 21:15:04.805242,192.168.1.44,10.0.0.6,TCP,22,443,58520,380,0.1520348622896657
2025-02-15 21:15:05.805242,192.168.1.5,10.0.0.6,UDP,6528,31524,182030,430,0.43341383339242945
2025-02-15 21:15:06.805242,192.168.1.105,10.0.0.6,UDP,54757,443,16850,60,1.019898667982584
2025-02-15 21:15:07.805242,192.168.1.5,10.0.0.6,TCP,3389,31524,119790,340,0.2476005036333583
2025-02-15 21:15:08.805242,192.168.1.146,10.0.0.6,TCP,22,48043,202230,140,1.104855268080366
2025-02-15 21:15:09.805242,192.168.1.25,10.0.0.6,ICMP,31363,31524,27470,75,1.6948676222197365
2025-02-15 21:15:10.805242,192.168.1.2,10.0.0.6,UDP,31524,443,101840,400,1.2622352952524645
2025-02-15 21:15:11.805242,192.168.1.20,10.0.0.6,TCP,44418,3389,92310,465,1.2618228148067099
2025-02-15 21:15:12.805242,192.168.1.23,10.0.0.6,TCP,53,443,35850,90,0.5983359352862131
